,Player,Stats,Output
16,hUPk_OnOQ_mB4slKoKWFMQ,USG%: 16.1; MPG: 16.0; PPG: 3.8; TS%: 44.0; TS% percentile: 41.0; 3PR: 39.5; 2PR: 60.5; 3P%: 34.7; 3P% percentile: 82.0; DRB%: 12.1; DRB% percentile: 54.0; ORB%: 4.1; ORB% percentile: 47.0; AST%: 13.9; AST% percentile: 68.0; TO%: 24.3; TO% percentile: 28.0; STL/G: 0.8; BLK/G: 0.3; STL% percentile: 73.0; BLK% percentile: 72.0; STL%: 2.7; FT%: 81.0; FTRate: 16.9; FTRate percentile: 28.0,"""<ul>\n <li>Average usage guard (16.1%) who plays low minutes (16.0 MPG) scoring 3.8 PPG on low 44.0% TS% (41st percentile)</li>\n \n <li>More likely to shoot from the inside (60.5% 2P-R) where she shoots a poor 33.3% 2P%</li>\n \n <li>Average rebounding guard, performing better on the defensive glass with a DRB% 12.1% (54th percentile) compared to ORB% 4.1% (47th percentile)</li>\n \n <li>Weak facilitator who assists on 13.9% of the team's field goals while on the court (68th percentile) and turns the ball over on 24.3% of their possessions (28th percentile)</li>\n \n <li>Average defensively, averaging 0.8 STL/G</li>\n \n <li>Solid free throw shooter at 81.0% who gets to the line below average at 16.9% FT-R (28th percentile)</li>\n</ul>"""
17,Znu-wQjtSIiwH-khQoMK4g,USG%: 26.2; MPG: 29.2; PPG: 16.8; TS%: 58.0; TS% percentile: 92.0; 3PR: 46.2; 2PR: 53.8; 3P%: 35.9; 3P% percentile: 85.0; DRB%: 9.7; DRB% percentile: 36.0; ORB%: 5.1; ORB% percentile: 56.0; AST%: 10.1; AST% percentile: 47.0; TO%: 15.1; TO% percentile: 75.0; STL/G: 0.4; BLK/G: 0.9; STL% percentile: 13.0; BLK% percentile: 84.0; STL%: 0.8; FT%: 84.1; FTRate: 42.0; FTRate percentile: 78.0,"""<ul>\n <li>Extremely strong usage guard/forward (26.2%) who plays above average minutes (29.2 MPG) scoring 16.8 PPG on high 58.0% TS% (92nd percentile)</li>\n \n <li>More likely to shoot from the inside (53.8% 2P-R) where she shoots a balanced 50.3% 2P%</li>\n \n <li>Above average rebounding guard/forward, performing better on the offensive glass with a ORB% 5.1% (56th percentile) compared to DRB% 9.7% (36th percentile)</li>\n \n <li>Average facilitator who assists on 10.1% of the team's field goals while on the court (47th percentile) and turns the ball over on 15.1% of their possessions (75th percentile)</li>\n \n <li>Above average defender who blocks 2.8% of opponent shots (84th percentile)</li>\n \n <li>Strong free throw shooter at 84.1% who gets to the line frequently at 42.0% FT-R (78th percentile)</li>\n</ul>"""
18,jyw2dRruSGObGXg4PsW2hw,USG%: 12.9; MPG: 20.6; PPG: 3.4; TS%: 41.7; TS% percentile: 32.0; 3PR: 7.9; 2PR: 92.1; 3P%: 12.5; 3P% percentile: 31.0; DRB%: 16.6; DRB% percentile: 78.0; ORB%: 5.6; ORB% percentile: 61.0; AST%: 18.0; AST% percentile: 83.0; TO%: 30.2; TO% percentile: 14.0; STL/G: 1.3; BLK/G: 0.5; STL% percentile: 83.0; BLK% percentile: 77.0; STL%: 3.3; FT%: 45.5; FTRate: 54.5; FTRate percentile: 89.0,"""<ul>\n <li>Extremely low usage guard (12.9%) who plays average minutes (20.6 MPG) scoring 3.4 PPG on below average 41.7% TS% (32nd percentile)</li>\n \n <li>More likely to shoot from the inside (92.1% 2P-R) where she shoots a below average 41.9% 2P%</li>\n \n <li>High rebounding guard, performing better on the defensive glass with a DRB% 16.6% (78th percentile) compared to ORB% 5.6% (61st percentile) with 3.6 DRB/G</li>\n \n <li>Average facilitator who assists on 18.0% of the team's field goals while on the court (83rd percentile) and turns the ball over on 30.2% of their possessions (14th percentile)</li>\n \n <li>Strong defensively, averaging 1.3 STL/G</li>\n \n <li>Strong defender who records steals on 3.3% of opponent possessions while on the court (83rd percentile)</li>\n \n <li>Strong free throw shooter at 45.5% who gets to the line frequently at 54.5% FT-R (89th percentile)</li>\n</ul>"""
19,DVN6OorIS0WQFd3Zpzw2qg,USG%: 25.4; MPG: 22.8; PPG: 10.6; TS%: 49.8; TS% percentile: 66.0; 3PR: 64.2; 2PR: 35.8; 3P%: 32.5; 3P% percentile: 73.0; DRB%: 7.8; DRB% percentile: 22.0; ORB%: 2.0; ORB% percentile: 21.0; AST%: 12.4; AST% percentile: 60.0; TO%: 17.5; TO% percentile: 62.0; STL/G: 0.7; BLK/G: 0.4; STL% percentile: 38.0; BLK% percentile: 68.0; STL%: 1.6; FT%: 86.0; FTRate: 18.9; FTRate percentile: 32.0,"""<ul>\n <li>Extremely strong usage guard (25.4%) who plays average minutes (22.8 MPG) scoring 10.6 PPG on below average 49.8% TS% (66th percentile)</li>\n \n <li>More likely to shoot from the outside (64.2% 3P-R) where she shoots a below average 32.5% 3P%</li>\n \n <li>Below average rebounding guard, performing better on the defensive glass with a DRB% 7.8% (22nd percentile) compared to ORB% 2.0% (21st percentile)</li>\n \n <li>Weak facilitator who assists on 12.4% of the team's field goals while on the court (71st percentile) and turns the ball over on 17.5% of their possessions (62nd percentile)</li>\n \n <li>Average defensively, averaging 0.7 STL/G</li>\n \n <li>Excellent free throw shooter at 86.0% who gets to the line infrequently at 18.9% FT-R (32nd percentile)</li>\n</ul>"""
20,kwKstgwaTdeV7jRiUVscmA,USG%: 31.5; MPG: 32.3; PPG: 21.8; TS%: 59.2; TS% percentile: 80.0; 3PR: 42.8; 2PR: 57.2; 3P%: 38.0; 3P% percentile: 81.0; DRB%: 16.7; DRB% percentile: 76.0; ORB%: 8.9; ORB% percentile: 80.0; AST%: 11.9; AST% percentile: 64.0; TO%: 14.0; TO% percentile: 52.0; STL/G: 2.2; BLK/G: 0.4; STL% percentile: 94.0; BLK% percentile: 61.0; STL%: 3.8; FT%: 79.7; FTRate: 44.7; FTRate percentile: 76.0,"""<ul>\n <li>Extremely strong usage forward (31.5% USG) who plays high minutes (32.3 MPG) scoring 21.8 PPG on high 59.2% TS% (80th percentile)</li>\n\n <li>More likely to shoot from the inside (57.2% 2P-R) where he shoots an above average 51.8% 2P%</li>\n \n <li>Gets most of his shots as a spot-up shooter, where he produces 1.222 PPP</li>\n \n <li>Also frequently gets shots in isolation, where he produces 0.873 PPP</li>\n \n <li>High rebounding forward, performing better on the offensive glass with an ORB% 8.9% (80th percentile) compared to DRB% 16.7% (76th percentile)</li>\n \n <li>Average facilitator who assists on 11.9% of the team's field goals while on the court (64th percentile) and turns the ball over on 14.0% of their possessions (52nd percentile)</li>\n \n <li>High defensively, averaging 2.2 STL/G</li>\n \n <li>Elite defender who records steals on 3.8% of opponent possessions while on the court (94th percentile)</li>\n \n <li>High free throw shooter at 79.7% who gets to the line frequently at 44.7% FT-R (76th percentile)</li>\n</ul>"""
21,2TSje2NRRPSFYU21USbQsg,USG%: 20.6; MPG: 18.8; PPG: 8.0; TS%: 60.3; TS% percentile: 84.0; 3PR: 0.0; 2PR: 100.0; 3P% percentile: 0.0; DRB%: 18.5; DRB% percentile: 83.0; ORB%: 10.8; ORB% percentile: 87.0; AST%: 7.7; AST% percentile: 41.0; TO%: 18.3; TO% percentile: 27.0; STL/G: 0.9; BLK/G: 1.4; STL% percentile: 81.0; BLK% percentile: 97.0; STL%: 2.6; FT%: 55.0; FTRate: 56.7; FTRate percentile: 87.0,"""<ul>\n <li>Above average usage forward (20.6%) who plays average minutes (18.8 MPG) scoring 8.0 PPG on high 60.3% TS% (84th percentile)</li>\n\n <li>More likely to shoot from the inside (100% 2P-R) where he shoots a strong 61.0% 2P</li>\n \n <li>Gets most of his shots cutting off the ball, where he produces 1.257 PPP</li>\n \n <li>Also frequently gets shots from put backs on the offensive glass, where he produces 1.054 PPP</li>\n \n <li>High rebounding forward, performing better on the defensive glass with a DRB% 18.5% (83rd percentile) compared to ORB% 10.8% (87th percentile)</li>\n \n <li>Weak facilitator who assists on 7.7% of the team's field goals while on the court (41st percentile) and turns the ball over on 18.3% of their possessions (27th percentile)</li>\n\n <li>Strong defensively, averaging 1.4 BLK/G</li>\n \n <li>Elite free throw shooter at 55.0% who gets to the line frequently at 56.7% FT-R (87th percentile)</li>\n</ul>"""
22,KHEimZosTLSPLDnPKYmetA,USG%: 17.3; MPG: 27.8; PPG: 8.3; TS%: 48.3; TS% percentile: 30.0; 3PR: 52.0; 2PR: 48.0; 3P%: 28.7; 3P% percentile: 47.0; DRB%: 11.6; DRB% percentile: 45.0; ORB%: 3.7; ORB% percentile: 46.0; AST%: 11.4; AST% percentile: 62.0; TO%: 14.5; TO% percentile: 48.0; STL/G: 1.2; BLK/G: 0.3; STL% percentile: 77.0; BLK% percentile: 59.0; STL%: 2.4; FT%: 73.3; FTRate: 24.2; FTRate percentile: 37.0,"""<ul>\n <li>Average usage guard (17.3%) who plays high minutes (27.8 MPG) scoring 8.3 PPG on low 48.3% TS% (30th percentile)</li>\n \n <li>Balanced shooter with a 52.0% 3P-R and 48.0% 2P-R, shooting a below average 28.7% from three-point range (47th percentile) and an average 47.1% from inside the arc (42nd percentile)</li>\n \n <li>Gets most of his shots as a spot-up shooter, where he produces 0.889 PPP</li>\n \n <li>Also frequently gets shots in transition, where he produces 0.723 PPP</li>\n \n <li>Above average rebounding guard, performing better on the defensive glass with a DRB% 11.6% (45th percentile) compared to ORB% 3.7% (46th percentile)</li>\n \n <li>Average free throw shooter at 73.3% who gets to the line at a below average 24.2% FT-R (37th percentile)</li>\n \n <li>Strong facilitator who assists on 11.4% of the team's field goals while on the court (62nd percentile) and turns the ball over on 14.5% of their possessions (48th percentile)</li>\n \n <li>Above average defensively, averaging 1.2 STL/G</li>\n</ul>"""
23,7XXfn7JsRSSx6smgjg6OtQ,USG%: 20.1; MPG: 26.9; PPG: 14.0; TS%: 67.8; TS% percentile: 95.0; 3PR: 28.2; 2PR: 71.8; 3P%: 39.6; 3P% percentile: 85.0; DRB%: 14.9; DRB% percentile: 66.0; ORB%: 9.5; ORB% percentile: 82.0; AST%: 4.9; AST% percentile: 23.0; TO%: 9.2; TO% percentile: 81.0; STL/G: 0.8; BLK/G: 1.1; STL% percentile: 47.0; BLK% percentile: 88.0; STL%: 1.6; FT%: 77.4; FTRate: 33.0; FTRate percentile: 56.0,"""<ul>\n <li>Above average usage forward (20.1%) who plays average minutes (26.9 MPG) scoring 14.0 PPG on extremely strong 67.8% TS% (95th percentile)</li>\n \n <li>More likely to shoot from the inside (71.8% 2P-R) where he shoots a strong 68.1% 2P</li>\n \n <li>Gets most of his shots cutting off the ball, where he produces 1.25 PPP</li>\n \n <li>Also frequently gets shots from put backs on the offensive glass, where he produces 1.676 PPP</li>\n \n <li>High rebounding forward, performing better on the offensive glass with an ORB% 9.5% (82nd percentile) compared to DRB% 14.9% (66th percentile)</li>\n \n <li>Weak facilitator who assists on 4.9% of the team's field goals while on the court (23rd percentile) and turns the ball over on 9.2% of their possessions (81st percentile)</li>\n \n <li>Strong defensively, averaging 1.1 BLK/G</li>\n \n <li>Strong defender who blocks 4.9% of opponent shots (88th percentile)</li>\n \n <li>Above average free throw shooter at 77.4% who gets to the line frequently at 33.0% FT-R (56th percentile)</li>\n</ul>"""
24,Z4dgMXcyTW-IsYCk52uFJg,USG%: 21.7; MPG: 32.7; PPG: 13.5; TS%: 53.7; TS% percentile: 56.0; 3PR: 48.6; 2PR: 51.4; 3P%: 34.5; 3P% percentile: 69.0; DRB%: 9.6; DRB% percentile: 28.0; ORB%: 1.2; ORB% percentile: 18.0; AST%: 26.7; AST% percentile: 95.0; TO%: 15.3; TO% percentile: 42.0; STL/G: 1.3; BLK/G: 0.1; STL% percentile: 73.0; BLK% percentile: 26.0; STL%: 2.3; FT%: 79.2; FTRate: 34.7; FTRate percentile: 61.0,"""<ul>\n <li>High usage guard (21.7%) who plays extremely strong minutes (32.7 mpg) scoring 13.5 PPG on average 53.7% TS% (56th percentile)</li>\n \n <li>Balanced shooter with a 48.6% 3P-R and 51.4% 2P-R, shooting an average 34.5% (69th percentile) from three-point range and an above average 46.1% (39th percentile) from inside the arc</li>\n \n <li>Gets most of his shots as a ball-handler in the pick & roll, where he produces 0.895 PPP</li>\n \n <li>Also frequently gets shots in isolation, where he produces 0.957 PPP</li>\n \n <li>Below average rebounding guard, performing better on the defensive glass with a DRB% 9.6% (28th percentile) compared to ORB% (1.2% 18th percentile)</li>\n \n <li>Elite facilitator who assists on 26.7% of the team's field goals while on the court (95th percentile) and turns the ball over on 15.3% of their possessions (42nd percentile)</li>\n \n <li>Strong defender who records steals on 2.3% of opponent possessions while on the court (73rd percentile)</li>\n \n <li>Strong free throw shooter at 79.2% who gets to the line frequently at 34.7% FT-R (61st percentile)</li>\n</ul>"""
25,1d8z4VUkSyuo19wZ_2_86Q,USG%: 13.2; MPG: 11.0; PPG: 2.2; TS%: 50.7; TS% percentile: 41.0; 3PR: 24.5; 2PR: 75.5; 3P%: 30.8; 3P% percentile: 53.0; DRB%: 8.2; DRB% percentile: 19.0; ORB%: 5.0; ORB% percentile: 56.0; AST%: 12.6; AST% percentile: 67.0; TO%: 28.0; TO% percentile: 7.0; STL/G: 0.8; BLK/G: 0.1; STL% percentile: 95.0; BLK% percentile: 52.0; STL%: 3.9; FT%: 76.9; FTRate: 24.5; FTRate percentile: 38.0,"""<ul>\n <li>Low usage guard (13.2%) who plays average minutes (10.9 MPG) scoring 2.2 PPG on low 50.7% TS% (41st percentile)</li>\n \n <li>More likely to shoot from the inside (75.5% 2P-R) where he shoots a below average 47.5% 2P%</li>\n \n <li>Gets most of his shots cutting off the ball, where he produces 0.857 PPP</li>\n \n <li>Also frequently gets shots as a ball-handler in the pick & roll, where he produces 0.5 PPP</li>\n \n <li>High rebounding guard, performing better on the offensive glass with a ORB% 5.0% (56th percentile) compared to DRB% 8.2% (19th percentile)</li>\n \n <li>Average facilitator who assists on 12.6% of the team's field goals while on the court (67th percentile) and turns the ball over on 28.0% of their possessions (7th percentile)</li>\n \n <li>Strong defensively, averaging 0.8 STL/G</li>\n \n <li>Elite defender who records steals on 3.9% of opponent possessions while on the court (95th percentile)</li>\n \n <li>Average free throw shooter at 76.9% who gets to the line frequently at 24.5% FT-R (38th percentile)</li>\n</ul>"""
26,6eRtnRm-TvSWdB4unfYJ8Q,USG%: 17.3; MPG: 24.2; PPG: 7.9; TS%: 51.0; TS% percentile: 42.0; 3PR: 34.1; 2PR: 65.9; 3P%: 36.7; 3P% percentile: 77.0; DRB%: 11.4; DRB% percentile: 42.0; ORB%: 2.0; ORB% percentile: 28.0; AST%: 9.9; AST% percentile: 54.0; TO%: 10.7; TO% percentile: 73.0; STL/G: 0.8; BLK/G: 0.4; STL% percentile: 56.0; BLK% percentile: 68.0; STL%: 1.8; FT%: 72.7; FTRate: 50.0; FTRate percentile: 81.0,"""<ul>\n <li>Average usage guard (17.3%) who plays average minutes (24.2 MPG) scoring 7.9 PPG on below average 51.0% TS% (42nd percentile)</li>\n \n <li>More likely to shoot from the inside (65.9% 2P-R) where he shoots a below average 39.7% 2P%</li>\n \n <li>Gets most of his shots cutting off the ball, where he produces 1.75 PPP</li>\n \n <li>Also frequently gets shots in isolation, where he produces 0.556 PPP</li>\n \n <li>Average rebounding guard, performing better on the defensive glass with a DRB% 11.4% (42nd percentile) compared to ORB% 2.0% (28th percentile)</li>\n \n <li>Weak facilitator who assists on 9.9% of the team's field goals while on the court (54th percentile) and turns the ball over on 10.7% of their possessions (73rd percentile)</li>\n \n <li>Average defensively, averaging 0.8 STL/G</li>\n \n <li>Below average free throw shooter at 72.7% who gets to the line frequently at 50.0% FT-R (81st percentile)</li>\n</ul>"""
27,W3feLHi-RWmkbuz8yJOuHQ,USG%: 12.5; MPG: 12.6; PPG: 3.1; TS%: 53.2; TS% percentile: 53.0; 3PR: 50.6; 2PR: 49.4; 3P%: 33.3; 3P% percentile: 60.0; DRB%: 6.1; DRB% percentile: 10.0; ORB%: 2.1; ORB% percentile: 28.0; AST%: 6.0; AST% percentile: 30.0; TO%: 13.1; TO% percentile: 57.0; STL/G: 0.2; BLK/G: 0.1; STL% percentile: 18.0; BLK% percentile: 47.0; STL%: 0.7; FT%: 85.0; FTRate: 26.0; FTRate percentile: 42.0,"""<ul>\n <li>Low usage guard (12.5%) who plays low minutes (12.6 MPG) scoring 3.1 PPG on average 53.2% TS% (43rd percentile)\n </li>\n <li>Balanced shooter with a 50.6% 3P-R and 49.4% 2P-R, shooting an average 33.3% (60th percentile) and an average 47.4% (32nd percentile)\n </li>\n <li>Gets most of his shots cutting off the ball, where he produces 1.091 PPP\n </li>\n <li>Also frequently gets shots from put backs on the offensive glass, where he produces 0.833 PPP\n </li>\n <li>Low rebounding guard, performing better on the offensive glass with a ORB% 2.1% (28th percentile) compared to DRB% 6.1% (10th percentile)\n </li>\n <li>Weak facilitator who assists on 6.0% of the team's field goals while on the court (30th percentile) and turns the ball over on 13.1% of their possessions (57th percentile)\n </li>\n <li>Weak defensively, averaging 0.2 STL/G\n </li>\n <li>Average free throw shooter at 85.0% who gets to the line frequently at 26.0% FT-R (42nd percentile)\n </li>\n</ul>"""
28,Ug5FfKw2R0K5wdbboFs6gw,USG%: 16.4; MPG: 8.2; PPG: 2.3; TS%: 47.0; TS% percentile: 26.0; 3PR: 72.9; 2PR: 27.1; 3P%: 33.3; 3P% percentile: 60.0; DRB%: 8.3; DRB% percentile: 20.0; ORB%: 1.8; ORB% percentile: 26.0; AST%: 7.5; AST% percentile: 40.0; TO%: 14.2; TO% percentile: 51.0; STL/G: 0.2; BLK/G: 0.2; STL% percentile: 47.0; BLK% percentile: 77.0; STL%: 1.6; FT%: 60.0; FTRate: 7.1; FTRate percentile: 13.0,"""<ul>\n <li>Average usage forward (16.4%) who plays extremely low minutes (8.2 MPG) scoring 2.3 PPG on below average 47.0% TS% (26th percentile)</li>\n \n <li>More likely to shoot from the outside (72.9% 3P-R) where he shoots a below average 33.3% 3P%</li>\n \n <li>Gets most of his shots as a spot-up shooter, where he produces 0.927 PPP</li>\n \n <li>Also frequently gets shots as the roll man in the pick & roll, where he produces 2.0 PPP</li>\n \n <li>Below average rebounding forward, performing better on the defensive glass with a DRB% 8.3% (20th percentile) compared to ORB% 1.8% (26th percentile)</li>\n \n <li>Weak facilitator who assists on 7.5% of the team's field goals while on the court (31st percentile) and turns the ball over on 14.2% of their possessions (51st percentile)</li>\n \n <li>Average defensively, averaging 0.2 STL/G</li>\n \n <li>Below average free throw shooter at 60.0% who gets to the line infrequently at 7.1% FT-R (13th percentile)</li>\n</ul>"""
29,H6eXGGlsShWCoM-5To-slw,USG%: 13.1; MPG: 22.1; PPG: 6.5; TS%: 63.0; TS% percentile: 90.0; 3PR: 29.0; 2PR: 71.0; 3P%: 40.5; 3P% percentile: 88.0; DRB%: 10.4; DRB% percentile: 35.0; ORB%: 9.2; ORB% percentile: 81.0; AST%: 9.1; AST% percentile: 50.0; TO%: 14.9; TO% percentile: 46.0; STL/G: 0.6; BLK/G: 0.9; STL% percentile: 47.0; BLK% percentile: 88.0; STL%: 1.6; FT%: 50.0; FTRate: 30.3; FTRate percentile: 51.0,"""<ul>\n <li>Low usage forward (13.1%) who plays average minutes (22.1 MPG) scoring 6.5 PPG on high 63.0% TS% (90th percentile)</li>\n \n <li>More likely to shoot from the inside (71.0% 2P-R) where he shoots an excellent 66.0% 2P%</li>\n \n <li>Gets most of his shots cutting off the ball, where he produces 1.31 PPP</li>\n \n <li>Also frequently gets shots as a the roll man in the pick & roll, where he produces 1.562 PPP</li>\n \n <li>High rebounding forward, performing better on the offensive glass with a ORB% 9.2% (81st percentile) compared to DRB% 10.4% (35th percentile)</li>\n \n <li>Average defensively, averaging 0.9 BLK/G</li>\n \n <li>Good defender who blocks 4.6% of opponent shots (88th percentile)</li>\n \n <li>Weak free throw shooter at 50.0% who gets to the line frequently at 30.3% FT-R (51st percentile)</li>\n</ul>"""
30,WCIScvx_SXyd1aJ0XlUTZg,USG%: 12.3; MPG: 13.1; PPG: 1.8; TS%: 39.4; TS% percentile: 25.0; 3PR: 0.0; 2PR: 100.0; 3P% percentile: 0.0; DRB%: 12.3; DRB% percentile: 56.0; ORB%: 12.4; ORB% percentile: 93.0; AST%: 5.3; AST% percentile: 17.0; TO%: 36.1; TO% percentile: 7.0; STL/G: 0.5; BLK/G: 0.1; STL% percentile: 53.0; BLK% percentile: 57.0; STL%: 2.0; FT%: 38.5; FTRate: 56.5; FTRate percentile: 91.0,"""<ul>\n <li>Extremely low usage forward (12.3%) who plays below average minutes (13.1 MPG) scoring 1.8 PPG on extremely low 39.4% TS% (25th percentile)</li>\n\n <li>More likely to shoot from the outside (100% 3P-R) where she shoots a below average 39.1% 2P</li>\n \n <li>High rebounding forward, performing better on the offensive glass with a ORB% 12.4% (93rd percentile) compared to DRB% (12.3% 56th percentile)</li>\n \n <li>Weak facilitator who assists on 5.3% of the team's field goals while on the court (17th percentile) and turns the ball over on 36.1% of their possessions (7th percentile)</li>\n \n <li>Average defensively, averaging 0.5 STL/G</li>\n \n <li>Weak free throw shooter at 38.5% who gets to the line frequently at 56.5% FT-R (91st percentile)</li>\n</ul>"""
31,Acs559e8S3ucsxHsq2Z55w,USG%: 13.1; MPG: 14.9; PPG: 3.2; TS%: 56.1; TS% percentile: 89.0; 3PR: 57.4; 2PR: 42.6; 3P%: 37.0; 3P% percentile: 87.0; DRB%: 12.1; DRB% percentile: 54.0; ORB%: 1.9; ORB% percentile: 20.0; AST%: 15.3; AST% percentile: 74.0; TO%: 31.8; TO% percentile: 11.0; STL/G: 0.2; BLK/G: 0.0; STL% percentile: 15.0; BLK% percentile: 0.0; STL%: 0.9; FT%: 82.6; FTRate: 48.9; FTRate percentile: 85.0,"""<ul>\n <li>Low usage guard (13.1%) who plays below average minutes (14.9 mpg) scoring 3.2 PPG on above average 56.1% TS% (89th percentile)</li>\n \n <li>More likely to shoot from the outside (57.4% 3P-R) where she shoots a strong 37.0% 3P%</li>\n \n <li>Below average rebounding guard, performing better on the defensive glass with a DRB% 12.1% (54th percentile) compared to ORB% 1.9% (20th percentile)</li>\n \n <li>Strong facilitator who assists on 15.3% of the team's field goals while on the court (74th percentile) and turns the ball over on 31.8% of her possessions (11th percentile)</li>\n \n <li>Weak defensively, averaging 0.2 STL/G</li>\n \n <li>Above average free throw shooter at 82.6% who gets to the line frequently at 48.9% FT-R (85th percentile)</li>\n</ul>"""
